Tensao,Corrente
11.44,1258.16
11.44,1309.62
11.44,1250.97
11.42,1235.71
11.44,1302.20
11.42,1447.10
11.44,1281.26
11.42,1398.32
11.44,1257.45
11.42,1388.99
11.44,1270.60
11.44,1317.94
11.39,1389.80
11.42,1362.67
11.47,1262.79
11.44,1265.11
11.44,1240.32
11.44,1261.96
11.42,1304.99
11.44,1304.22
11.44,1290.90
11.42,1353.71
11.35,1480.55
11.42,1626.21
11.42,1317.38
11.42,1329.57
11.42,1314.87
11.42,1283.90
11.44,1277.86
11.44,1235.29
11.44,1242.78
11.42,1331.15
11.42,1342.43
11.42,1401.42
11.42,1309.29
11.42,1292.17
11.42,1316.41
11.44,1262.43
11.44,1297.34
11.44,1273.29
11.44,1268.73
11.44,1267.08
11.42,1287.05
11.44,1358.79
11.42,1339.25
11.37,1356.91
11.42,1300.74
11.44,1256.29
11.44,1366.62
11.39,1659.10
11.42,1306.59
11.42,1271.15
11.42,1298.33
11.42,1245.04
11.42,1281.83
11.42,1236.23
11.37,1279.46
11.44,1275.68
11.42,1249.24
11.42,1237.30
11.44,1217.44
11.44,1262.88
11.42,1279.66
11.42,1237.37
11.44,1228.16
11.44,1277.64
11.42,1245.47
11.44,1239.81
11.39,1310.31
11.44,1229.34
11.39,1372.04
11.42,1393.84
11.42,1397.02
11.44,1250.14
11.42,1332.69
11.42,1277.43
11.42,1271.56
11.44,1308.01
11.42,1296.65
11.42,1298.13
11.44,1251.00
11.42,1231.70
11.42,1349.87
11.42,1377.03
11.42,1423.16
11.42,1234.94
11.32,1286.22
11.42,1348.85
11.44,1257.19
11.44,1262.89
11.42,1325.50
11.42,1288.69
11.42,1262.19
11.37,1450.86
11.42,1366.51
11.42,1372.03
11.42,1253.73
11.42,1331.26
11.39,1301.69
11.39,1314.66
11.42,1299.78
11.44,1241.85
11.44,1300.18
11.42,1302.52
11.44,1254.46
11.44,1258.86
11.44,1265.20
11.42,1349.36
11.42,1270.56
11.39,1269.60
11.42,1314.81
11.35,1376.91
11.44,1320.99
11.42,1299.20
11.44,1295.94
11.42,1312.64
11.44,1314.81
11.44,1238.63
11.44,1264.53
11.42,1287.07
11.44,1367.23
11.44,1308.33
11.42,1367.80
11.47,1292.91
11.44,1286.60
11.44,1295.37
11.44,1267.79
11.42,1342.39
11.44,1352.59
11.39,1364.67
11.44,1384.15
11.42,1324.36
11.44,1376.12
11.42,1349.32
11.44,1259.04
11.44,1367.60
11.44,1253.18
11.42,1293.15
11.42,1295.85
11.42,1286.79
11.42,1225.97
11.44,1268.88
11.44,1296.39
11.42,1252.49
11.42,1282.41
11.42,1322.37
11.42,1293.32
11.42,1250.75
11.44,1301.15
11.42,1308.25
11.35,1489.03
11.42,1397.58
11.42,1243.27
11.42,1227.83
11.44,1243.62
11.42,1263.53
11.42,1274.00
11.39,1279.06
11.39,1353.13
11.44,1323.51
11.42,1342.35
11.42,1277.26
11.44,1241.85
11.44,1310.06
11.42,1293.57
11.44,1308.98
11.42,1273.99
11.42,1375.05
11.35,1342.93
11.42,1342.57
11.42,1332.95
11.42,1268.28
11.44,1260.71
11.42,1269.86
11.42,1362.34
11.42,1238.64
11.42,1278.41
11.42,1240.29
11.42,1252.36
11.42,1480.33
11.37,1320.18
11.42,1292.85
11.37,1271.22
11.39,1364.18
11.37,1422.50
11.42,1442.14
11.39,1484.48
11.42,1357.80
11.42,1293.70
11.42,1327.12
11.42,1272.48
11.39,1249.17
11.42,1312.66
11.42,1297.35
11.42,1304.07
11.42,1257.48
11.39,1224.63
11.42,1249.15
11.42,1259.76
11.42,1272.49
11.42,1239.22
11.42,1285.79
11.42,1316.17
11.42,1301.33
11.42,1259.33
11.42,1240.24
11.42,1332.33
11.42,1480.53
11.42,1304.68
11.42,1254.81
11.39,1269.82
11.42,1372.02
11.39,1280.28
11.42,1269.88
11.44,1281.53
11.42,1269.01
11.39,1249.50
11.42,1272.14
11.42,1260.85
11.44,1214.62
11.42,1248.90
11.42,1249.85
11.42,1425.14
11.39,1409.05
11.42,1419.28
11.39,1312.73
11.42,1280.02
11.44,1269.90
11.42,1303.52
11.42,1199.78
11.39,1451.46
11.42,1437.75
11.37,1439.28
11.39,1326.02
11.39,1290.35
11.42,1328.24
11.42,1265.29
11.42,1266.84
11.42,1305.27
11.42,1331.50
11.42,1306.59
11.42,1313.25
11.42,1377.54
11.39,1416.93
11.39,1288.21
11.39,1423.64
11.39,1469.16
11.39,1392.44
11.42,1267.78
11.42,1259.22
11.39,1311.04
11.42,1346.88
11.42,1294.63
11.42,1279.12
11.37,1274.43
11.42,1390.52
11.30,1437.53
11.42,1458.51
11.39,1288.50
11.39,1402.67
11.42,1309.56
11.42,1235.41
11.42,1281.85
11.39,1342.69
11.39,1313.86
11.39,1375.90
11.42,1347.00
11.39,1302.28
11.42,1391.16
11.39,1438.36
11.39,1447.67
11.39,1385.66
11.37,1365.63
11.39,1460.72
11.39,1359.60
11.35,1418.94
11.39,1388.98
11.32,1402.35
11.42,1476.10
11.42,1468.54
11.42,1377.44
11.42,1322.80
11.42,1318.28
11.44,1326.70
11.42,1310.86
11.42,1353.01
11.35,1353.25
11.42,1444.60
11.39,1478.29
11.39,1530.48
11.42,1324.51
11.42,1297.99
11.42,1332.22
11.42,1325.04
11.44,1312.05
11.42,1235.14
11.44,1273.12
11.44,1155.34
11.44,1099.57
11.44,1118.66
11.44,1092.17
11.44,1120.69
11.42,1115.69
11.44,1067.41
11.44,1020.80
11.44,1007.68
11.44,1041.48
11.47,1028.44
11.47,998.24
11.54,693.53
11.52,769.90
11.52,737.57
11.52,744.96
11.52,700.20
11.52,767.36
11.52,645.81
11.52,814.96
11.52,695.40
11.44,784.95
11.52,733.82
11.44,756.21
11.52,716.12
11.57,549.96
11.57,513.90
11.54,537.14
11.54,660.55
11.57,638.58
11.57,520.48
11.57,583.88
11.54,534.26
11.52,590.22
11.54,554.75
11.57,545.80
11.54,525.00
11.57,541.43
11.54,561.93
11.57,611.81
11.57,563.11
11.57,639.42
11.59,520.60
11.57,507.68
11.59,503.81
11.59,367.01
11.52,383.20
11.59,517.57
11.59,444.04
11.59,462.97
11.59,497.88
11.57,592.00
11.59,448.54
11.59,408.40
11.59,486.32
11.57,499.52
11.59,435.94
11.59,493.57
11.59,408.01
11.62,372.90
11.62,323.82
11.64,319.96
11.59,406.99
11.62,364.65
11.64,279.81
11.64,295.28
11.57,406.39
11.57,417.95
11.64,321.94
11.57,281.65
11.62,339.75
11.62,419.40
11.64,410.14
11.64,380.04
11.64,331.26
11.64,292.33
11.62,374.86
11.62,389.50
11.59,364.91
11.64,342.91
11.64,280.72
11.64,334.13
11.64,311.00
11.62,321.22
11.64,282.72
11.64,286.78
11.64,308.74
11.54,348.11
11.64,340.83
11.64,305.31
11.67,221.42
11.67,253.51
11.67,359.42
11.67,287.21
11.67,256.84
11.67,249.37
11.57,377.24
11.67,357.55
11.67,232.92
11.67,234.43
11.64,291.85
11.67,274.71
11.67,230.26
11.62,429.11
11.69,250.54
11.67,295.69
11.69,178.31
11.69,175.80
11.69,246.37
11.71,145.97
11.69,119.46
11.69,103.62
11.71,147.91
11.67,151.70
11.69,160.70
11.71,113.52
11.71,126.66
11.67,193.14
11.71,117.04
11.71,103.78
11.74,34.15
11.71,83.96
11.67,84.25
11.74,78.68
11.74,50.34
11.74,93.56
11.64,139.79
11.74,182.84
11.71,117.51
11.74,35.95
11.76,59.31
11.76,112.83
11.74,149.89
11.71,111.64
11.74,87.86
11.62,109.28
11.74,56.61
11.74,91.91
11.76,37.03
11.74,38.11
11.74,49.20
11.74,33.77
11.74,35.02
11.76,35.03
11.76,36.92
11.76,34.81
11.69,34.78
11.74,34.94
11.74,35.09
11.74,34.91
11.76,34.02
11.76,34.39
11.76,34.33
11.74,33.68
11.76,34.87
11.76,37.68
11.76,37.58
11.76,34.87
11.76,33.94
11.76,35.22
11.76,33.68
11.76,37.57
11.76,34.74
11.76,33.76
11.76,34.86
11.76,33.81
11.76,35.26
11.76,37.24
11.76,34.86
11.76,34.65
11.76,34.12
11.76,35.18
11.76,33.87
11.76,37.30
11.76,34.09
11.76,33.75
11.76,34.31
11.76,33.53
11.76,38.54
11.76,37.28
11.76,34.76
11.76,35.06
11.79,33.68
11.76,34.62
11.76,36.66
11.76,34.38
11.76,34.28
11.76,33.99
11.76,34.88
11.76,34.14
11.76,36.73
11.76,34.96
11.76,35.05
11.79,9.01
11.79,-0.35
11.79,-0.36
11.79,-0.33
11.79,-0.30
11.79,-0.35
11.79,-0.30
11.79,-0.34
11.79,-0.29
11.79,-0.33
11.79,-0.35
11.79,-0.32
11.79,-0.38
11.79,-0.31
11.79,-0.35
11.79,-0.31
11.79,-0.34
11.79,-0.28
11.79,-0.36
11.79,-0.33
11.79,-0.38
11.79,-0.33
11.79,-0.36
11.79,-0.36
11.79,-0.33
11.79,-0.29
11.79,-0.33
11.81,-0.28
11.79,-0.37
11.79,-0.31
11.79,-0.33
11.79,-0.35
11.79,-0.30
11.79,-0.35
11.79,-0.31
11.79,-0.36
11.79,-0.36
